organic_modifier_percentage,organic_modifier,additive,additive_concentration_mM,pH_aq,name,logIE,instrument,source,logIE_pred,error_abs,viscosity,surface_tension,polarity_index,pH.aq.,NH4,SPLIT,solvent,SMILES
80,MeCN,formic acid,5,2.78,2-cyanophenol,0.33,Agilent XCT,ESI,0.062186569,0.267813431,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1ccc(c(c1)C#N)O
80,MeCN,formic acid,5,2.78,4-phenylazophenol,1.24,Agilent XCT,ESI,1.149297857,0.090702143,0.57,32.18706944,6.68,2.78,0,FALSE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1ccc(cc1)c1ccc(c(c1)/N=N/c1ccccc1O)O
80,MeCN,formic acid,5,2.78,"3,5-diiodosalicylic acid",2.27,Agilent XCT,ESI,2.107616723,0.162383277,0.57,32.18706944,6.68,2.78,0,FALSE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1c(cc(c(c1C(=O)O)O)I)I
80,MeCN,formic acid,5,2.78,"2,4,6-trinitro-1,3-benzenediol",1.48,Agilent XCT,ESI,1.497284177,0.017284177,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
80,MeCN,formic acid,5,2.78,"3,5-dinitrosalicylic acid",1.48,Agilent XCT,ESI,1.573062063,0.093062063,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1c(cc(c(c1C(=O)O)O)N(=O)=O)N(=O)=O
80,MeCN,formic acid,5,2.78,"2,4-dinitrobenzoic acid",-0.07,Agilent XCT,ESI,0.306596429,0.376596429,0.57,32.18706944,6.68,2.78,0,FALSE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1cc(c(cc1N(=O)=O)N(=O)=O)C(=O)O
80,MeCN,formic acid,5,2.78,4-chlorophenol,-0.37,Agilent XCT,ESI,-0.72677,0.35677,0.57,32.18706944,6.68,2.78,0,FALSE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1cc(ccc1Cl)O
80,MeCN,formic acid,5,2.78,"2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester",3.58,Agilent XCT,ESI,3.515461622,0.064538378,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1c(cc(c(c1S(=O)(=O)OCC(C(F)F)(F)F)O)S(=O)(=O)OCC(C(F)F)(F)F)S(=O)(=O)OCC(C(F)F)(F)F
80,MeCN,formic acid,5,2.78,heptafluorornapht-2-ol,2.06,Agilent XCT,ESI,1.56732632,0.49267368,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c12c(c(c(c(c1F)F)F)F)c(c(c(c2F)F)O)F
80,MeCN,formic acid,5,2.78,"2,4-dinitro-benzenesulfonic acid",1.67,Agilent XCT,ESI,1.455749206,0.214250794,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1cc(c(cc1N(=O)=O)N(=O)=O)S(=O)(=O)O
80,MeCN,formic acid,5,2.78,naphthalene-1-sulfonic acid,1.19,Agilent XCT,ESI,1.085437222,0.104562778,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1ccc2c(c1)cccc2S(=O)(=O)O
80,MeCN,formic acid,5,2.78,2-anthraquinonesulfonic acid,1.59,Agilent XCT,ESI,1.843718929,0.253718929,0.57,32.18706944,6.68,2.78,0,FALSE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1ccc2c(c1)C(=O)c1ccc(cc1C2=O)S(=O)(=O)O
80,MeCN,formic acid,5,2.78,3-nitrobenzenesulphonamide,1.11,Agilent XCT,ESI,1.124660079,0.014660079,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1cc(cc(c1)S(=O)(=O)N)N(=O)=O
80,MeCN,formic acid,5,2.78,perfluorooctanesulfonic acid,2.74,Agilent XCT,ESI,2.66831636,0.07168364,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
80,MeCN,formic acid,5,2.78,perfluoro-tert-butanol,0.34,Agilent XCT,ESI,0.425714726,0.085714726,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O
80,MeCN,formic acid,5,2.78,myristic acid,0.28,Agilent XCT,ESI,0.298517738,0.018517738,0.57,32.18706944,6.68,2.78,0,FALSE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",CCCCCCCCCCCCCC(=O)O
80,MeCN,formic acid,5,2.78,"2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide",2.68,Agilent XCT,ESI,2.445868889,0.234131111,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1(c(c(c(c(c1F)F)S(=O)(=O)NS(=O)(=O)c1c(c(c(c(c1F)F)F)F)F)F)F)F
80,MeCN,formic acid,5,2.78,4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide,2.6,Agilent XCT,ESI,2.392917597,0.207082403,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",Cc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(cc1)N(=O)=O
80,MeCN,formic acid,5,2.78,sorbic acid,-1.98,Agilent XCT,ESI,-2.187195317,0.207195317,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",C/C=C/C=C/C(=O)O
80,MeCN,formic acid,5,2.78,phthalimide,-1.99,Agilent XCT,ESI,-1.900904749,0.089095251,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1ccc2c(c1)C(=NC2=O)O
80,MeCN,formic acid,5,2.78,N-hydroxy-phthalimide,-0.36,Agilent XCT,ESI,-0.701540855,0.341540855,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",c1ccc2c(c1)C(=O)N(C2=O)O
80,MeCN,formic acid,5,2.78,4-aminobutanoic acid,-2.13,Agilent XCT,ESI,-1.94280881,0.18719119,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",C(CC(=O)O)CN
80,MeCN,formic acid,5,2.78,beta-alanine,-2.57,Agilent XCT,ESI,-2.355374048,0.214625952,0.57,32.18706944,6.68,2.78,0,TRUE,"MeCN/HCOOH 80/20 c_overall = 5 mM, pH_aq = 2.78",C(CN)C(=O)O
20,MeCN,ammonium acetate,4,5,benzoic acid,-0.65,Agilent XCT,ESI,-0.21872922,0.43127078,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(cc1)C(=O)O
20,MeCN,ammonium acetate,4,5,"3,5-dinitrobenzoic acid",0.86,Agilent XCT,ESI,0.968177303,0.108177303,0.93,42.11062016,9.32,5,1,FALSE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
20,MeCN,ammonium acetate,4,5,3-trifluoromethylbenzoic acid,1.03,Agilent XCT,ESI,0.989559167,0.040440833,0.93,42.11062016,9.32,5,1,FALSE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)C(F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,pentafluorophenol,0.65,Agilent XCT,ESI,0.977601667,0.327601667,0.93,42.11062016,9.32,5,1,FALSE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1(c(c(c(c(c1F)F)O)F)F)F
20,MeCN,ammonium acetate,4,5,4-tert-butylbenzoic acid,0.78,Agilent XCT,ESI,0.932683931,0.152683931,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",CC(C)(C)c1ccc(cc1)C(=O)O
20,MeCN,ammonium acetate,4,5,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.49,Agilent XCT,ESI,2.1417281,0.3482719,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
20,MeCN,ammonium acetate,4,5,pentakis(trifluoromethyl)phenol,2.53,Agilent XCT,ESI,2.527448355,0.002551645,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1(c(c(c(c(c1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F
20,MeCN,ammonium acetate,4,5,4-phenylphenol,0.57,Agilent XCT,ESI,0.333674762,0.236325238,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(cc1)c1ccc(cc1)O
20,MeCN,ammonium acetate,4,5,2-phenylphenol,0.05,Agilent XCT,ESI,0.20129619,0.15129619,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(cc1)c1ccccc1O
20,MeCN,ammonium acetate,4,5,3-chlorobenzoic acid,0.36,Agilent XCT,ESI,0.351797496,0.008202504,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)Cl)C(=O)O
20,MeCN,ammonium acetate,4,5,4-aminobenzoic acid,-1.26,Agilent XCT,ESI,-0.779502605,0.480497395,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(ccc1C(=O)O)N
20,MeCN,ammonium acetate,4,5,4-hydroxybenzoic acid,0.02,Agilent XCT,ESI,-0.00498385,0.02498385,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(ccc1C(=O)O)O
20,MeCN,ammonium acetate,4,5,3-aminobenzoic acid,-0.86,Agilent XCT,ESI,-0.729623492,0.130376508,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)N)C(=O)O
20,MeCN,ammonium acetate,4,5,pentafluorobenzoic acid,0.9,Agilent XCT,ESI,0.819920238,0.080079762,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1(c(c(c(c(c1F)F)F)F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,"2,4-dinitrophenol",1.56,Agilent XCT,ESI,1.174697195,0.385302805,0.93,42.11062016,9.32,5,1,FALSE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(c(cc1N(=O)=O)N(=O)=O)O
20,MeCN,ammonium acetate,4,5,3-dimethylaminobenzoic acid,0.17,Agilent XCT,ESI,0.464815476,0.294815476,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",CN(C)c1cccc(c1)C(=O)O
20,MeCN,ammonium acetate,4,5,4-isopropylbenzoic acid,-0.53,Agilent XCT,ESI,-0.14473285,0.38526715,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",CC(C)c1ccc(cc1)C(=O)O
20,MeCN,ammonium acetate,4,5,2-tert-butylphenol,-1.05,Agilent XCT,ESI,-0.533965476,0.516034524,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",CC(C)(C)c1ccccc1O
20,MeCN,ammonium acetate,4,5,"2,5-dinitrophenol",0.94,Agilent XCT,ESI,1.126954643,0.186954643,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(c(cc1N(=O)=O)O)N(=O)=O
20,MeCN,ammonium acetate,4,5,3-chlorophenol,-0.03,Agilent XCT,ESI,0.052881198,0.082881198,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)O)Cl
20,MeCN,ammonium acetate,4,5,2-isopropylphenol,-1.38,Agilent XCT,ESI,-0.786952403,0.593047597,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",CC(C)c1ccccc1O
20,MeCN,ammonium acetate,4,5,3-bromophenol,0.29,Agilent XCT,ESI,0.551144957,0.261144957,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)O)Br
20,MeCN,ammonium acetate,4,5,"2,6-dinitrophenol",1.04,Agilent XCT,ESI,1.023132857,0.016867143,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(c(c(c1)N(=O)=O)O)N(=O)=O
20,MeCN,ammonium acetate,4,5,2-nitrophenol,-1.06,Agilent XCT,ESI,-0.908257159,0.151742841,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(c(c1)N(=O)=O)O
20,MeCN,ammonium acetate,4,5,3-nitrophenol,1.21,Agilent XCT,ESI,0.884908696,0.325091304,0.93,42.11062016,9.32,5,1,FALSE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)O)N(=O)=O
20,MeCN,ammonium acetate,4,5,4-nitrophenol,1.31,Agilent XCT,ESI,1.02933219,0.28066781,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(ccc1N(=O)=O)O
20,MeCN,ammonium acetate,4,5,"2,3,5,6-tetrafluorophenol",0.04,Agilent XCT,ESI,0.395848492,0.355848492,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(c(c(c(c1F)F)O)F)F
20,MeCN,ammonium acetate,4,5,3-[(heptafluoropropyl)sulphonyl]benzoic acid,1.7,Agilent XCT,ESI,1.922862296,0.222862296,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid,1.88,Agilent XCT,ESI,1.832527273,0.047472727,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,3-[(heptafluoropropyl)sulphanyl]benzoic acid,1.33,Agilent XCT,ESI,1.662085361,0.332085361,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)SC(C(C(F)(F)F)(F)F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,3-trifluoromethylsulfonylbenzoic acid,1.35,Agilent XCT,ESI,1.371693333,0.021693333,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)S(=O)(=O)C(F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,3-[tris(trifluoromethyl)methyl]benzoic acid,1.66,Agilent XCT,ESI,1.536884762,0.123115238,0.93,42.11062016,9.32,5,1,FALSE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,3-[(trifluoromethyl)sulphanyl]benzoic acid,0.93,Agilent XCT,ESI,0.991602436,0.061602436,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)SC(F)(F)F)C(=O)O
20,MeCN,ammonium acetate,4,5,pentachlorophenol,1.81,Agilent XCT,ESI,1.992752424,0.182752424,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1(c(c(c(c(c1Cl)Cl)O)Cl)Cl)Cl
20,MeCN,ammonium acetate,4,5,"2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester",3.79,Agilent XCT,ESI,3.838854809,0.048854809,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(cc(c(c1S(=O)(=O)OCC(F)(F)F)O)S(=O)(=O)OCC(F)(F)F)S(=O)(=O)OCC(F)(F)F
20,MeCN,ammonium acetate,4,5,salicylic acid,0.33,Agilent XCT,ESI,0.58032047,0.25032047,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(c(c1)C(=O)O)O
20,MeCN,ammonium acetate,4,5,2-cyanophenol,0.58,Agilent XCT,ESI,0.530860143,0.049139857,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(c(c1)C#N)O
20,MeCN,ammonium acetate,4,5,4-phenylazophenol,1.38,Agilent XCT,ESI,1.257861905,0.122138095,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc(cc1)c1ccc(c(c1)/N=N/c1ccccc1O)O
20,MeCN,ammonium acetate,4,5,"3,5-diiodosalicylic acid",2.04,Agilent XCT,ESI,1.620860561,0.419139439,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(cc(c(c1C(=O)O)O)I)I
20,MeCN,ammonium acetate,4,5,"2,4,6-trinitro-1,3-benzenediol",1.6,Agilent XCT,ESI,1.552266184,0.047733816,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
20,MeCN,ammonium acetate,4,5,"3,5-dinitrosalicylic acid",1.76,Agilent XCT,ESI,1.500804524,0.259195476,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(cc(c(c1C(=O)O)O)N(=O)=O)N(=O)=O
20,MeCN,ammonium acetate,4,5,"2,4-dinitrobenzoic acid",-0.24,Agilent XCT,ESI,-0.053869048,0.186130952,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(c(cc1N(=O)=O)N(=O)=O)C(=O)O
20,MeCN,ammonium acetate,4,5,4-chlorophenol,-0.14,Agilent XCT,ESI,-0.043527619,0.096472381,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(ccc1Cl)O
20,MeCN,ammonium acetate,4,5,"2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester",3.34,Agilent XCT,ESI,3.37287572,0.03287572,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1c(cc(c(c1S(=O)(=O)OCC(C(F)F)(F)F)O)S(=O)(=O)OCC(C(F)F)(F)F)S(=O)(=O)OCC(C(F)F)(F)F
20,MeCN,ammonium acetate,4,5,heptafluorornapht-2-ol,1.01,Agilent XCT,ESI,1.302088333,0.292088333,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c12c(c(c(c(c1F)F)F)F)c(c(c(c2F)F)O)F
20,MeCN,ammonium acetate,4,5,"2,4-dinitro-benzenesulfonic acid",1.1,Agilent XCT,ESI,1.083865397,0.016134603,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(c(cc1N(=O)=O)N(=O)=O)S(=O)(=O)O
20,MeCN,ammonium acetate,4,5,naphthalene-1-sulfonic acid,0.79,Agilent XCT,ESI,1.025943333,0.235943333,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc2c(c1)cccc2S(=O)(=O)O
20,MeCN,ammonium acetate,4,5,2-anthraquinonesulfonic acid,1.06,Agilent XCT,ESI,1.377710823,0.317710823,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc2c(c1)C(=O)c1ccc(cc1C2=O)S(=O)(=O)O
20,MeCN,ammonium acetate,4,5,3-nitrobenzenesulphonamide,0.8,Agilent XCT,ESI,0.871219444,0.071219444,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1cc(cc(c1)S(=O)(=O)N)N(=O)=O
20,MeCN,ammonium acetate,4,5,perfluorooctanesulfonic acid,1.98,Agilent XCT,ESI,2.3488364,0.3688364,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
20,MeCN,ammonium acetate,4,5,perfluoro-tert-butanol,0.33,Agilent XCT,ESI,0.54136175,0.21136175,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O
20,MeCN,ammonium acetate,4,5,myristic acid,0.83,Agilent XCT,ESI,1.23325881,0.40325881,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",CCCCCCCCCCCCCC(=O)O
20,MeCN,ammonium acetate,4,5,"2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide",1.96,Agilent XCT,ESI,1.958246667,0.001753333,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1(c(c(c(c(c1F)F)S(=O)(=O)NS(=O)(=O)c1c(c(c(c(c1F)F)F)F)F)F)F)F
20,MeCN,ammonium acetate,4,5,4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide,1.73,Agilent XCT,ESI,1.865711883,0.135711883,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",Cc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(cc1)N(=O)=O
20,MeCN,ammonium acetate,4,5,sorbic acid,-2.07,Agilent XCT,ESI,-0.94654022,1.12345978,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",C/C=C/C=C/C(=O)O
20,MeCN,ammonium acetate,4,5,phthalimide,-1.85,Agilent XCT,ESI,-1.176165014,0.673834986,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc2c(c1)C(=NC2=O)O
20,MeCN,ammonium acetate,4,5,N-hydroxy-phthalimide,-1.13,Agilent XCT,ESI,-0.843914545,0.286085455,0.93,42.11062016,9.32,5,1,TRUE,"MeCN/AmAc 20/80 c_overall = 4 mM, pH_aq = 5",c1ccc2c(c1)C(=O)N(C2=O)O
80,MeCN,ammonium acetate,1,5,benzoic acid,-0.25,Agilent XCT,ESI,-0.074410474,0.175589526,0.57,32.18706944,6.68,5,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1ccc(cc1)C(=O)O
80,MeCN,ammonium acetate,1,5,"3,5-dinitrobenzoic acid",1.13,Agilent XCT,ESI,1.177478964,0.047478964,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
80,MeCN,ammonium acetate,1,5,3-trifluoromethylbenzoic acid,1.15,Agilent XCT,ESI,1.2471675,0.0971675,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1cc(cc(c1)C(F)(F)F)C(=O)O
80,MeCN,ammonium acetate,1,5,pentafluorophenol,1.24,Agilent XCT,ESI,1.186498333,0.053501667,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1(c(c(c(c(c1F)F)O)F)F)F
80,MeCN,ammonium acetate,1,5,4-tert-butylbenzoic acid,1.02,Agilent XCT,ESI,0.987880995,0.032119005,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",CC(C)(C)c1ccc(cc1)C(=O)O
80,MeCN,ammonium acetate,1,5,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.66,Agilent XCT,ESI,2.516720066,0.143279934,0.57,32.18706944,6.68,5,1,FALSE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
80,MeCN,ammonium acetate,1,5,pentakis(trifluoromethyl)phenol,2.94,Agilent XCT,ESI,2.848788654,0.091211346,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1(c(c(c(c(c1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F
80,MeCN,ammonium acetate,1,5,4-phenylphenol,0.85,Agilent XCT,ESI,0.608927803,0.241072197,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1ccc(cc1)c1ccc(cc1)O
80,MeCN,ammonium acetate,1,5,2-phenylphenol,0.55,Agilent XCT,ESI,0.388631955,0.161368045,0.57,32.18706944,6.68,5,1,TRUE,"MeCN/AmAc 80/20 c_overall = 1 mM, pH_aq = 5",c1ccc(cc1)c1ccccc1O
