organic_modifier_percentage,organic_modifier,additive,additive_concentration_mM,pH_aq,name,logIE,instrument,source,in_model_190714,logIE_pred,error_abs,viscosity,surface_tension,polarity_index,pH.aq.,NH4,SPLIT,solvent,SMILES
50,MeCN,formic acid,27,2.7,"1,10-phenanthroline",2.83,Agilent XCT,ESI,TRUE,3.078151385,0.248151385,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,c1cc2ccc3cccnc3c2nc1
50,MeCN,formic acid,27,2.7,"N,N-dimethyl-4-[2-[4-[(triphenylphosphoranylidene)amino]phenyl]diazenyl]-benzenamine",4.55,Agilent XCT,ESI,TRUE,4.472416285,0.077583715,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CN(C)c1ccc(cc1)/N=N/c1ccc(cc1)N=P(c1ccccc1)(c1ccccc1)c1ccccc1
50,MeCN,formic acid,27,2.7,"4-[2-[4-[(diphenyl-1-pyrrolidinylphosphoranylidene)amino]phenyl]diazenyl]-N,N-dimethyl-benzenamine",4.62,Agilent XCT,ESI,TRUE,4.330738331,0.289261669,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,CN(C)c1ccc(cc1)/N=N/c1ccc(cc1)N=P(c1ccccc1)(c1ccccc1)N1CCCC1
50,MeCN,formic acid,27,2.7,4-[2-(4-nitrophenyl)diazenyl]-N-(phenyldi-1-pyrrolidinylphosphoranylidene)benzenamine,4.72,Agilent XCT,ESI,TRUE,4.47157391,0.24842609,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,c1ccc(cc1)P(=Nc1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O)(N1CCCC1)N1CCCC1
50,MeCN,formic acid,27,2.7,3-methoxycatechol,0.3,Agilent XCT,ESI,TRUE,0.140769897,0.159230103,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,COc1cccc(c1O)O
50,MeCN,formic acid,27,2.7,4-methoxypyridine,3.26,Agilent XCT,ESI,TRUE,3.194893034,0.065106966,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,COc1ccncc1
50,MeCN,formic acid,27,2.7,phthalic acid,0.88,Agilent XCT,ESI,TRUE,0.8969548,0.0169548,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,c1ccc(c(c1)C(=O)O)C(=O)O
50,MeCN,formic acid,27,2.7,4-aminophenol,2.35,Agilent XCT,ESI,TRUE,2.289735387,0.060264613,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,c1cc(ccc1N)O
50,MeCN,formic acid,27,2.7,indazole,2.59,Agilent XCT,ESI,TRUE,2.391622926,0.198377074,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,c1ccc2c(c1)cn[nH]2
50,MeCN,formic acid,27,2.7,2-acetamido-5-nitrothiazole,0.29,Agilent XCT,ESI,TRUE,0.332291425,0.042291425,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CC(=Nc1ncc(N(=O)=O)s1)O
50,MeCN,formic acid,27,2.7,AMPA,0.49,Agilent XCT,ESI,TRUE,0.156671271,0.333328729,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,C(N)P(=O)(O)O
50,MeCN,formic acid,27,2.7,aldicarb-sulfone,1.38,Agilent XCT,ESI,TRUE,1.533343548,0.153343548,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CC(C)(/C=N/OC(=NC)O)S(=O)(=O)C
50,MeCN,formic acid,27,2.7,thiophanate-methyl,2.37,Agilent XCT,ESI,TRUE,2.620805894,0.250805894,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,COC(=NC(=Nc1ccccc1N=C(N=C(O)OC)S)S)O
50,MeCN,formic acid,27,2.7,bifenthrin,-0.67,Agilent XCT,ESI,TRUE,-0.509540521,0.160459479,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,Cc1c(cccc1c1ccccc1)COC(=O)C1C(/C=C(/C(F)(F)F)\Cl)C1(C)C
50,MeCN,formic acid,27,2.7,phenthoate,1.59,Agilent XCT,ESI,TRUE,1.760620465,0.170620465,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CCOC(=O)C(c1ccccc1)SP(=S)(OC)OC
50,MeCN,formic acid,27,2.7,p-anisaldehyde,1.24,Agilent XCT,ESI,TRUE,1.058335654,0.181664346,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,COc1ccc(cc1)C=O
50,MeCN,formic acid,27,2.7,4-hydroxybenzaldehyde,0.72,Agilent XCT,ESI,TRUE,0.776561111,0.056561111,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,c1cc(ccc1C=O)O
50,MeCN,formic acid,27,2.7,cinnamic acid,0.91,Agilent XCT,ESI,TRUE,0.630480805,0.279519195,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,c1ccc(cc1)/C=C/C(=O)O
50,MeCN,formic acid,27,2.7,scopolamine,3.33,Agilent XCT,ESI,TRUE,3.385472189,0.055472189,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CN1[C@@H]2CC(C[C@H]1[C@H]1[C@@H]2O1)OC(=O)[C@H](CO)c1ccccc1
50,MeCN,formic acid,27,2.7,cyanophenphos,1.95,Agilent XCT,ESI,TRUE,1.960047082,0.010047082,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CCOP(=S)(c1ccccc1)Oc1ccc(cc1)C#N
50,MeCN,formic acid,27,2.7,metamitrone,2.56,Agilent XCT,ESI,TRUE,2.610896674,0.050896674,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,Cc1nnc(c2ccccc2)c(=O)n1N
50,MeCN,formic acid,27,2.7,isoproturon,3.12,Agilent XCT,ESI,TRUE,3.212356748,0.092356748,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CC(C)c1ccc(cc1)NC(=O)N(C)C
50,MeCN,formic acid,27,2.7,alachlor,1.81,Agilent XCT,ESI,TRUE,1.976869377,0.166869377,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CCc1cccc(CC)c1N(COC)C(=O)CCl
50,MeCN,formic acid,27,2.7,tetraconazole,3.04,Agilent XCT,ESI,TRUE,3.254033977,0.214033977,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,c1cc(C(Cn2cncn2)COC(C(F)F)(F)F)c(cc1Cl)Cl
50,MeCN,formic acid,13,2.7,tetrapropylammonium,4.64,Agilent XCT,ESI,TRUE,4.7041733,0.0641733,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CCC[N+](CCC)(CCC)CCC
50,MeCN,formic acid,13,2.7,tetraethylammonium,3.93,Agilent XCT,ESI,TRUE,4.294680593,0.364680593,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,CC[N+](CC)(CC)CC
50,MeCN,formic acid,13,2.7,triethylamine,3.87,Agilent XCT,ESI,TRUE,3.752489749,0.117510251,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CCN(CC)CC
50,MeCN,formic acid,13,2.7,1-naphthylamine,3.63,Agilent XCT,ESI,TRUE,3.196541175,0.433458825,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,c1ccc2c(c1)cccc2N
50,MeCN,formic acid,13,2.7,"N,N-dimethylaniline",3.52,Agilent XCT,ESI,TRUE,3.324109778,0.195890222,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,CN(C)c1ccccc1
50,MeCN,formic acid,13,2.7,diphenyl phthalate,3.99,Agilent XCT,ESI,TRUE,3.817359736,0.172640264,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,c1ccc(cc1)OC(=O)c1ccccc1C(=O)Oc1ccccc1
50,MeCN,formic acid,13,2.7,pyridine,3.21,Agilent XCT,ESI,TRUE,3.135589213,0.074410787,0.842467752,30.026945,8,2.7,0,TRUE,MeCN/0.1% HCOOH 50/50,C1CCNCC1
50,MeCN,formic acid,13,2.7,pyrrolidine,2.34,Agilent XCT,ESI,TRUE,2.760811509,0.420811509,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,C1CCNC1
50,MeCN,formic acid,13,2.7,dimethyl phthalate,3.22,Agilent XCT,ESI,TRUE,3.388207482,0.168207482,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,COC(=O)c1ccccc1C(=O)OC
50,MeCN,formic acid,13,2.7,pyridine,2.25,Agilent XCT,ESI,TRUE,2.503796998,0.253796998,0.842467752,30.026945,8,2.7,0,FALSE,MeCN/0.1% HCOOH 50/50,c1ccncc1
80,MeCN,formic acid,5.3,2.7,2-Cl-C6H4-P2(pyrr),6.15,Agilent XCT,ESI,TRUE,5.870458766,0.279541234,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(c(c1)Cl)N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1
80,MeCN,formic acid,5.3,2.7,tetrahexylammonium,5.61,Agilent XCT,ESI,TRUE,5.51748463,0.09251537,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC
80,MeCN,formic acid,5.3,2.7,4-CF3-C6H4-P(pyrr),5.58,Agilent XCT,ESI,TRUE,5.177622476,0.402377524,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C1CCN(C1)P(=Nc1ccc(cc1)C(F)(F)F)(N1CCCC1)N1CCCC1
80,MeCN,formic acid,5.3,2.7,"2,5-Cl2-C6H3-P(pyrr)",5.52,Agilent XCT,ESI,TRUE,5.425898949,0.094101051,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C1CCN(C1)P(=Nc1cc(ccc1Cl)Cl)(N1CCCC1)N1CCCC1
80,MeCN,formic acid,5.3,2.7,((CH3)2N)3-P=N-C6H5,5.18,Agilent XCT,ESI,TRUE,4.711344834,0.468655166,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CN(C)P(=Nc1ccccc1)(N(C)C)N(C)C
80,MeCN,formic acid,5.3,2.7,tetrabutylammonium,5.22,Agilent XCT,ESI,TRUE,5.238054401,0.018054401,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCCC[N+](CCCC)(CCCC)CCCC
80,MeCN,formic acid,5.3,2.7,tetrapropylammonium,4.89,Agilent XCT,ESI,TRUE,4.878202287,0.011797713,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCC[N+](CCC)(CCC)CCC
80,MeCN,formic acid,5.3,2.7,phenyl tetramethylguanidine,4.8,Agilent XCT,ESI,TRUE,4.136411985,0.663588015,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C/N=C(\N(C)C)/N(C)c1ccccc1
80,MeCN,formic acid,5.3,2.7,tributylamine,4.83,Agilent XCT,ESI,TRUE,4.603861138,0.226138862,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCCCN(CCCC)CCCC
80,MeCN,formic acid,5.3,2.7,hexyl-methylimidazolium,4.75,Agilent XCT,ESI,TRUE,4.342957712,0.407042288,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCCCCCn1cc[n+](C)c1
80,MeCN,formic acid,5.3,2.7,diphenylguanidine,4.75,Agilent XCT,ESI,TRUE,4.329069859,0.420930141,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)N(c1ccccc1)C(=N)N
80,MeCN,formic acid,5.3,2.7,tripropylamine,4.56,Agilent XCT,ESI,TRUE,4.484734404,0.075265596,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCCN(CCC)CCC
80,MeCN,formic acid,5.3,2.7,acridine,4.34,Agilent XCT,ESI,TRUE,4.148314837,0.191685163,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc2c(c1)cc1ccccc1n2
80,MeCN,formic acid,5.3,2.7,diphenylamine,3.77,Agilent XCT,ESI,TRUE,3.562777565,0.207222435,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)Nc1ccccc1
80,MeCN,formic acid,5.3,2.7,diphenyl phthalate,3.696635523,Agilent XCT,ESI,TRUE,3.620278105,0.076357418,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)OC(=O)c1ccccc1C(=O)Oc1ccccc1
80,MeCN,formic acid,5.3,2.7,1-naphthylamine,3.832987141,Agilent XCT,ESI,TRUE,3.620229211,0.21275793,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc2c(c1)cccc2N
80,MeCN,formic acid,5.3,2.7,"1,8-diazabicyclo(5.4.0)undec-7-ene",4.24,Agilent XCT,ESI,TRUE,4.03821111,0.20178889,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C1CCC2=NCCCN2CC1
80,MeCN,formic acid,5.3,2.7,tetraethylammonium,3.95,Agilent XCT,ESI,TRUE,4.11846204,0.16846204,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CC[N+](CC)(CC)CC
80,MeCN,formic acid,5.3,2.7,"2,4,6-trimethylpyridine",3.93,Agilent XCT,ESI,TRUE,3.638292253,0.291707747,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,Cc1cc(C)nc(C)c1
80,MeCN,formic acid,5.3,2.7,tetramethylguanidine,4.02,Agilent XCT,ESI,TRUE,3.585775086,0.434224914,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CN=C(NC)N(C)C
80,MeCN,formic acid,5.3,2.7,methiocarb,3.53,Agilent XCT,ESI,TRUE,3.162340479,0.367659521,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,Cc1cc(cc(C)c1SC)OC(=NC)O
80,MeCN,formic acid,5.3,2.7,"N,N-dimethylaniline",3.615,Agilent XCT,ESI,TRUE,3.278333063,0.336666937,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,CN(C)c1ccccc1
80,MeCN,formic acid,5.3,2.7,ethyl-methylimidazolium,3.97,Agilent XCT,ESI,TRUE,3.650155686,0.319844314,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCn1cc[n+](C)c1
80,MeCN,formic acid,5.3,2.7,triphenylamine,2.75,Agilent XCT,ESI,TRUE,3.244433213,0.494433213,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)N(c1ccccc1)c1ccccc1
80,MeCN,formic acid,5.3,2.7,4-fluoro-3-nitroaniline,3.65,Agilent XCT,ESI,TRUE,2.760568338,0.889431662,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(c(cc1N)N(=O)=O)F
80,MeCN,formic acid,5.3,2.7,dimethyl phthalate,2.96471437,Agilent XCT,ESI,TRUE,3.030178593,0.065464223,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,COC(=O)c1ccccc1C(=O)OC
80,MeCN,formic acid,5.3,2.7,triethylamine,3.795071431,Agilent XCT,ESI,TRUE,3.694108639,0.100962792,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCN(CC)CC
80,MeCN,formic acid,5.3,2.7,3-nitroaniline,3.03,Agilent XCT,ESI,TRUE,2.030913145,0.999086855,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,c1cc(cc(c1)N(=O)=O)N
80,MeCN,formic acid,5.3,2.7,benzylamine,3.29,Agilent XCT,ESI,TRUE,3.24908349,0.04091651,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)CN
80,MeCN,formic acid,5.3,2.7,"2,6-dimethylpyridine",3.57,Agilent XCT,ESI,TRUE,3.427545742,0.142454258,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,Cc1cccc(C)n1
80,MeCN,formic acid,5.3,2.7,sulphanilamide,2.76,Agilent XCT,ESI,TRUE,2.520513542,0.239486458,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(ccc1N)S(=O)(=O)N
80,MeCN,formic acid,5.3,2.7,methomyl,3.25,Agilent XCT,ESI,TRUE,2.806797711,0.443202289,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C/C(=N\OC(=NC)O)/SC
80,MeCN,formic acid,5.3,2.7,benzophenone,2.22,Agilent XCT,ESI,TRUE,2.600490173,0.380490173,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)C(=O)c1ccccc1
80,MeCN,formic acid,5.3,2.7,aldicarb,3.22,Agilent XCT,ESI,TRUE,2.511689023,0.708310977,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,CC(C)(/C=N/OC(=NC)O)SC
80,MeCN,formic acid,5.3,2.7,pyridine,3.3075,Agilent XCT,ESI,TRUE,3.257306594,0.050193406,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C1CCNCC1
80,MeCN,formic acid,5.3,2.7,aniline,3.3,Agilent XCT,ESI,TRUE,3.153379973,0.146620027,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)N
80,MeCN,formic acid,5.3,2.7,2-methylpyridine,3.37,Agilent XCT,ESI,TRUE,3.22482612,0.14517388,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,Cc1ccccn1
80,MeCN,formic acid,5.3,2.7,N-methylpiperidine,3.01,Agilent XCT,ESI,TRUE,3.148107125,0.138107125,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CN1CCCCC1
80,MeCN,formic acid,5.3,2.7,4-nitroaniline,2.64,Agilent XCT,ESI,TRUE,2.544706462,0.095293538,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(ccc1N)N(=O)=O
80,MeCN,formic acid,5.3,2.7,pyridine,2.925,Agilent XCT,ESI,TRUE,2.83912243,0.08587757,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccncc1
80,MeCN,formic acid,5.3,2.7,dimethyl glutarate,2.58,Agilent XCT,ESI,TRUE,2.241150687,0.338849313,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,COC(=O)CCCC(=O)OC
80,MeCN,formic acid,5.3,2.7,benzamide,2.42,Agilent XCT,ESI,TRUE,2.360799742,0.059200258,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)C(=N)O
80,MeCN,formic acid,5.3,2.7,pyrrolidine,2.99,Agilent XCT,ESI,TRUE,2.987718708,0.002281292,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C1CCNC1
80,MeCN,formic acid,5.3,2.7,diethylamine,3.16,Agilent XCT,ESI,TRUE,3.017903131,0.142096869,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCNCC
80,MeCN,formic acid,5.3,2.7,phenylbenzoate,1.7,Agilent XCT,ESI,TRUE,2.420231761,0.720231761,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)C(=O)Oc1ccccc1
80,MeCN,formic acid,5.3,2.7,2-nitroaniline,1.83,Agilent XCT,ESI,TRUE,1.876217276,0.046217276,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(c(c1)N)N(=O)=O
80,MeCN,formic acid,5.3,2.7,4-chloro-2-nitroaniline,2.32,Agilent XCT,ESI,TRUE,2.040773685,0.279226315,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(c(cc1Cl)N(=O)=O)N
80,MeCN,formic acid,5.3,2.7,tetramethylammonium,2.61,Agilent XCT,ESI,TRUE,2.486402921,0.123597079,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C[N+](C)(C)C
80,MeCN,formic acid,5.3,2.7,dimethyl succinate,2.17,Agilent XCT,ESI,TRUE,2.126859668,0.043140332,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,COC(=O)CCC(=O)OC
80,MeCN,formic acid,5.3,2.7,guanidine,1.95,Agilent XCT,ESI,TRUE,2.082394967,0.132394967,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C(=N)(N)N
80,MeCN,formic acid,5.3,2.7,trimethylamine,1.81,Agilent XCT,ESI,TRUE,2.093211577,0.283211577,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CN(C)C
80,MeCN,formic acid,5.3,2.7,dimethyl malonate,1.58,Agilent XCT,ESI,TRUE,1.539659821,0.040340179,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,COC(=O)CC(=O)OC
80,MeCN,formic acid,5.3,2.7,2-cyanophenol,1.29,Agilent XCT,ESI,TRUE,1.454600426,0.164600426,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(c(c1)C#N)O
80,MeCN,formic acid,5.3,2.7,benzoic acid,1.36,Agilent XCT,ESI,TRUE,1.307773908,0.052226092,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)C(=O)O
80,MeCN,formic acid,5.3,2.7,"2,4-dinitroaniline",0.87,Agilent XCT,ESI,TRUE,0.775824164,0.094175836,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(c(cc1N(=O)=O)N(=O)=O)N
80,MeCN,formic acid,5.3,2.7,"2,6-dimethoxy pyridine",1.12,Agilent XCT,ESI,TRUE,1.717711773,0.597711773,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,COc1cccc(n1)OC
80,MeCN,formic acid,5.3,2.7,ethylamine,1.12,Agilent XCT,ESI,TRUE,1.704398037,0.584398037,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCN
80,MeCN,formic acid,5.3,2.7,3-chloropyridine,1,Agilent XCT,ESI,TRUE,1.403592121,0.403592121,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(cnc1)Cl
80,MeCN,formic acid,5.3,2.7,2-methoxypyridine,1.85,Agilent XCT,ESI,TRUE,2.594079685,0.744079685,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,COc1ccccn1
80,MeCN,formic acid,5.3,2.7,2-chloropyridine,0.97,Agilent XCT,ESI,TRUE,1.399801623,0.429801623,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccnc(c1)Cl
80,MeCN,formic acid,5.3,2.7,ethyl benzoate,-0.01,Agilent XCT,ESI,TRUE,0.86728601,0.87728601,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CCOC(=O)c1ccccc1
80,MeCN,formic acid,5.3,2.7,methyl benzoate,0,Agilent XCT,ESI,TRUE,0.338565814,0.338565814,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,COC(=O)c1ccccc1
80,MeCN,formic acid,5.3,2.7,"3-methoxy-N,N-dimethylaniline",3.95,Agilent XCT,ESI,TRUE,3.648529545,0.301470455,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,CN(C)c1cccc(c1)OC
80,MeCN,formic acid,5.3,2.7,4-aminobenzoic acid,2.86,Agilent XCT,ESI,TRUE,2.458668669,0.401331331,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,c1cc(ccc1C(=O)O)N
80,MeCN,formic acid,5.3,2.7,quinoline,3.72,Agilent XCT,ESI,TRUE,3.536946265,0.183053735,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc2c(c1)cccn2
80,MeCN,formic acid,5.3,2.7,2-aminophenol,3.25,Agilent XCT,ESI,TRUE,2.801737913,0.448262087,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,c1ccc(c(c1)N)O
80,MeCN,formic acid,5.3,2.7,3-aminobenzoic acid,3.31,Agilent XCT,ESI,TRUE,2.95020355,0.35979645,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(cc(c1)N)C(=O)O
80,MeCN,formic acid,5.3,2.7,8-aminoquinaldine,3.55,Agilent XCT,ESI,TRUE,3.67887292,0.12887292,0.568168968,32.18706944,6.68,2.7,0,FALSE,MeCN/0.1% HCOOH 80/20,Cc1ccc2cccc(c2n1)N
80,MeCN,formic acid,5.3,2.7,2-aminobenzimidazole,3.67,Agilent XCT,ESI,TRUE,3.540092861,0.129907139,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc2c(c1)[nH]c(=N)[nH]2
80,MeCN,formic acid,5.3,2.7,"2,6(NO2)2phenyl-P(pyrr)",4.89,Agilent XCT,ESI,TRUE,4.95646159,0.06646159,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,C1CCN(C1)P(=Nc1c(cccc1N(=O)=O)N(=O)=O)(N1CCCC1)N1CCCC1
80,MeCN,formic acid,5.3,2.7,"N,N-diphenylbispidine",4.72,Agilent XCT,ESI,TRUE,4.657988107,0.062011893,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1ccc(cc1)N1CC2CC(C1)CN(C2)c1ccccc1
80,MeCN,formic acid,5.3,2.7,3-aminophenol,2.5,Agilent XCT,ESI,TRUE,2.467921855,0.032078145,0.568168968,32.18706944,6.68,2.7,0,TRUE,MeCN/0.1% HCOOH 80/20,c1cc(cc(c1)O)N
